"USM00070261",1930,08,26,99,1700,6,"","cdmp-usm",648161,-1478767,"USM0007026119300826991700"
"USM00070261",1930,08,26,99,2300,9,"","cdmp-usm",648161,-1478767,"USM0007026119300826992300"
"USM00070261",1930,08,27,99,1700,4,"","cdmp-usm",648161,-1478767,"USM0007026119300827991700"
"USM00070261",1930,08,27,99,2300,5,"","cdmp-usm",648161,-1478767,"USM0007026119300827992300"
"USM00070261",1930,08,29,99,1700,9,"","cdmp-usm",648161,-1478767,"USM0007026119300829991700"
"USM00070261",1930,08,29,99,2300,11,"","cdmp-usm",648161,-1478767,"USM0007026119300829992300"
"USM00070261",1930,08,31,99,1700,6,"","cdmp-usm",648161,-1478767,"USM0007026119300831991700"
"USM00070261",1930,08,31,99,2300,6,"","cdmp-usm",648161,-1478767,"USM0007026119300831992300"
"USM00070261",1930,09,01,99,1700,4,"","cdmp-usm",648161,-1478767,"USM0007026119300901991700"
"USM00070261",1930,09,01,99,2300,5,"","cdmp-usm",648161,-1478767,"USM0007026119300901992300"
"USM00070261",1930,09,02,99,2300,7,"","cdmp-usm",648161,-1478767,"USM0007026119300902992300"
"USM00070261",1930,09,03,99,1700,5,"","cdmp-usm",648161,-1478767,"USM0007026119300903991700"
"USM00070261",1930,09,03,99,2300,8,"","cdmp-usm",648161,-1478767,"USM0007026119300903992300"
"USM00070261",1930,09,04,99,1700,8,"","cdmp-usm",648161,-1478767,"USM0007026119300904991700"
"USM00070261",1930,09,04,99,2300,4,"","cdmp-usm",648161,-1478767,"USM0007026119300904992300"
"USM00070261",1930,09,05,99,1700,3,"","cdmp-usm",648161,-1478767,"USM0007026119300905991700"
"USM00070261",1930,09,05,99,2300,3,"","cdmp-usm",648161,-1478767,"USM0007026119300905992300"
"USM00070261",1930,09,06,99,1700,13,"","cdmp-usm",648161,-1478767,"USM0007026119300906991700"
"USM00070261",1930,09,06,99,2300,12,"","cdmp-usm",648161,-1478767,"USM0007026119300906992300"
"USM00070261",1930,09,08,99,1700,3,"","cdmp-usm",648161,-1478767,"USM0007026119300908991700"
"USM00070261",1930,09,08,99,2300,5,"","cdmp-usm",648161,-1478767,"USM0007026119300908992300"
"USM00070261",1930,09,09,99,1700,16,"","cdmp-usm",648161,-1478767,"USM0007026119300909991700"
"USM00070261",1930,09,09,99,2300,17,"","cdmp-usm",648161,-1478767,"USM0007026119300909992300"
"USM00070261",1930,09,10,99,1700,7,"","cdmp-usm",648161,-1478767,"USM0007026119300910991700"
"USM00070261",1930,09,10,99,2300,6,"","cdmp-usm",648161,-1478767,"USM0007026119300910992300"
"USM00070261",1930,09,11,99,1700,3,"","cdmp-usm",648161,-1478767,"USM0007026119300911991700"
"USM00070261",1930,09,11,99,2300,6,"","cdmp-usm",648161,-1478767,"USM0007026119300911992300"
"USM00070261",1930,09,12,99,1700,8,"","cdmp-usm",648161,-1478767,"USM0007026119300912991700"
"USM00070261",1930,09,12,99,2300,10,"","cdmp-usm",648161,-1478767,"USM0007026119300912992300"
"USM00070261",1930,09,14,99,1700,9,"","cdmp-usm",648161,-1478767,"USM0007026119300914991700"
"USM00070261",1930,09,14,99,2300,13,"","cdmp-usm",648161,-1478767,"USM0007026119300914992300"
"USM00070261",1930,09,15,99,1700,4,"","cdmp-usm",648161,-1478767,"USM0007026119300915991700"
"USM00070261",1930,09,15,99,2300,7,"","cdmp-usm",648161,-1478767,"USM0007026119300915992300"
"USM00070261",1930,09,17,99,1700,9,"","cdmp-usm",648161,-1478767,"USM0007026119300917991700"
"USM00070261",1930,09,17,99,2300,15,"","cdmp-usm",648161,-1478767,"USM0007026119300917992300"
"USM00070261",1930,09,18,99,1700,7,"","cdmp-usm",648161,-1478767,"USM0007026119300918991700"
"USM00070261",1930,09,18,99,2300,7,"","cdmp-usm",648161,-1478767,"USM0007026119300918992300"
"USM00070261",1930,09,19,99,1700,7,"","cdmp-usm",648161,-1478767,"USM0007026119300919991700"
"USM00070261",1930,09,20,99,1700,3,"","cdmp-usm",648161,-1478767,"USM0007026119300920991700"
"USM00070261",1930,09,20,99,2300,3,"","cdmp-usm",648161,-1478767,"USM0007026119300920992300"
"USM00070261",1930,09,21,99,1700,15,"","cdmp-usm",648161,-1478767,"USM0007026119300921991700"
"USM00070261",1930,09,21,99,2300,20,"","cdmp-usm",648161,-1478767,"USM0007026119300921992300"
"USM00070261",1930,09,22,99,1700,8,"","cdmp-usm",648161,-1478767,"USM0007026119300922991700"
"USM00070261",1930,09,22,99,2300,13,"","cdmp-usm",648161,-1478767,"USM0007026119300922992300"
"USM00070261",1930,09,23,99,1700,12,"","cdmp-usm",648161,-1478767,"USM0007026119300923991700"
"USM00070261",1930,09,23,99,2300,12,"","cdmp-usm",648161,-1478767,"USM0007026119300923992300"
"USM00070261",1930,09,24,99,1700,9,"","cdmp-usm",648161,-1478767,"USM0007026119300924991700"
"USM00070261",1930,09,24,99,2300,10,"","cdmp-usm",648161,-1478767,"USM0007026119300924992300"
"USM00070261",1930,09,25,99,1700,8,"","cdmp-usm",648161,-1478767,"USM0007026119300925991700"
"USM00070261",1930,09,25,99,2300,9,"","cdmp-usm",648161,-1478767,"USM0007026119300925992300"
"USM00070261",1930,09,26,99,1700,11,"","cdmp-usm",648161,-1478767,"USM0007026119300926991700"
"USM00070261",1930,09,26,99,2300,18,"","cdmp-usm",648161,-1478767,"USM0007026119300926992300"
"USM00070261",1930,09,27,99,1700,4,"","cdmp-usm",648161,-1478767,"USM0007026119300927991700"
"USM00070261",1930,09,27,99,2300,9,"","cdmp-usm",648161,-1478767,"USM0007026119300927992300"
"USM00070261",1930,09,28,99,1700,5,"","cdmp-usm",648161,-1478767,"USM0007026119300928991700"
"USM00070261",1930,09,29,99,1700,11,"","cdmp-usm",648161,-1478767,"USM0007026119300929991700"
"USM00070261",1930,09,29,99,2300,12,"","cdmp-usm",648161,-1478767,"USM0007026119300929992300"
"USM00070261",1930,09,30,99,2300,3,"","cdmp-usm",648161,-1478767,"USM0007026119300930992300"
"USM00070261",1930,10,01,99,1700,5,"","cdmp-usm",648161,-1478767,"USM0007026119301001991700"
"USM00070261",1930,10,01,99,2300,7,"","cdmp-usm",648161,-1478767,"USM0007026119301001992300"
"USM00070261",1930,10,02,99,1700,7,"","cdmp-usm",648161,-1478767,"USM0007026119301002991700"
"USM00070261",1930,10,02,99,2300,7,"","cdmp-usm",648161,-1478767,"USM0007026119301002992300"
"USM00070261",1930,10,03,99,1700,13,"","cdmp-usm",648161,-1478767,"USM0007026119301003991700"
"USM00070261",1930,10,03,99,2300,15,"","cdmp-usm",648161,-1478767,"USM0007026119301003992300"
"USM00070261",1930,10,04,99,1700,14,"","cdmp-usm",648161,-1478767,"USM0007026119301004991700"
"USM00070261",1930,10,04,99,2300,16,"","cdmp-usm",648161,-1478767,"USM0007026119301004992300"
"USM00070261",1930,10,05,99,1700,6,"","cdmp-usm",648161,-1478767,"USM0007026119301005991700"
"USM00070261",1930,10,05,99,2300,6,"","cdmp-usm",648161,-1478767,"USM0007026119301005992300"
"USM00070261",1930,10,06,99,1700,12,"","cdmp-usm",648161,-1478767,"USM0007026119301006991700"
"USM00070261",1930,10,06,99,2300,8,"","cdmp-usm",648161,-1478767,"USM0007026119301006992300"
"USM00070261",1930,10,08,99,2300,13,"","cdmp-usm",648161,-1478767,"USM0007026119301008992300"
"USM00070261",1930,10,09,99,2300,5,"","cdmp-usm",648161,-1478767,"USM0007026119301009992300"
"USM00070261",1930,10,10,99,2300,5,"","cdmp-usm",648161,-1478767,"USM0007026119301010992300"
"USM00070261",1930,10,11,99,1700,12,"","cdmp-usm",648161,-1478767,"USM0007026119301011991700"
"USM00070261",1930,10,12,99,1700,2,"","cdmp-usm",648161,-1478767,"USM0007026119301012991700"
"USM00070261",1930,10,12,99,2300,3,"","cdmp-usm",648161,-1478767,"USM0007026119301012992300"
"USM00070261",1930,10,13,99,1700,5,"","cdmp-usm",648161,-1478767,"USM0007026119301013991700"
"USM00070261",1930,10,13,99,2300,5,"","cdmp-usm",648161,-1478767,"USM0007026119301013992300"
"USM00070261",1930,10,14,99,1700,9,"","cdmp-usm",648161,-1478767,"USM0007026119301014991700"
"USM00070261",1930,10,14,99,2300,17,"","cdmp-usm",648161,-1478767,"USM0007026119301014992300"
"USM00070261",1930,10,15,99,1700,6,"","cdmp-usm",648161,-1478767,"USM0007026119301015991700"
"USM00070261",1930,10,15,99,2300,7,"","cdmp-usm",648161,-1478767,"USM0007026119301015992300"
"USM00070261",1930,10,16,99,1700,10,"","cdmp-usm",648161,-1478767,"USM0007026119301016991700"
"USM00070261",1930,10,16,99,2300,12,"","cdmp-usm",648161,-1478767,"USM0007026119301016992300"
"USM00070261",1930,10,17,99,1700,11,"","cdmp-usm",648161,-1478767,"USM0007026119301017991700"
"USM00070261",1930,10,17,99,2300,10,"","cdmp-usm",648161,-1478767,"USM0007026119301017992300"
"USM00070261",1930,10,18,99,1700,8,"","cdmp-usm",648161,-1478767,"USM0007026119301018991700"
"USM00070261",1930,10,18,99,2300,16,"","cdmp-usm",648161,-1478767,"USM0007026119301018992300"
"USM00070261",1930,10,19,99,1700,7,"","cdmp-usm",648161,-1478767,"USM0007026119301019991700"
"USM00070261",1930,10,19,99,2300,6,"","cdmp-usm",648161,-1478767,"USM0007026119301019992300"
"USM00070261",1930,10,20,99,1700,8,"","cdmp-usm",648161,-1478767,"USM0007026119301020991700"
"USM00070261",1930,10,20,99,2300,15,"","cdmp-usm",648161,-1478767,"USM0007026119301020992300"
"USM00070261",1930,10,21,99,1700,13,"","cdmp-usm",648161,-1478767,"USM0007026119301021991700"
"USM00070261",1930,10,21,99,2300,8,"","cdmp-usm",648161,-1478767,"USM0007026119301021992300"
"USM00070261",1930,10,22,99,1700,12,"","cdmp-usm",648161,-1478767,"USM0007026119301022991700"
"USM00070261",1930,10,22,99,2300,7,"","cdmp-usm",648161,-1478767,"USM0007026119301022992300"
"USM00070261",1930,10,23,99,1700,10,"","cdmp-usm",648161,-1478767,"USM0007026119301023991700"
"USM00070261",1930,10,23,99,2300,10,"","cdmp-usm",648161,-1478767,"USM0007026119301023992300"
"USM00070261",1930,10,24,99,1700,4,"","cdmp-usm",648161,-1478767,"USM0007026119301024991700"
